customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineBackup,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,numAdminTickets,numTechTickets,Churn,ln_TotalCharges,gender_encoded,Partner_encoded,PhoneService_encoded,StreamingMovies_encoded,PaperlessBilling_encoded,Churn_encoded,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,calls_count,InternetService_DSL,InternetService_Fiber optic,InternetService_No,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
7442-YGZFK,Male,0,No,No,1,Yes,Yes,No,No,No,Month-to-month,Yes,49.8,49.8,0,0,No,3.927896354584436,1,0,1,0,1,0,1,0,0,1.0,1,0,0,1,0,0,1,0,0,0,1,0,0
7449-HVPIV,Male,0,Yes,Yes,55,Yes,Yes,No,Yes,No,Month-to-month,Yes,90.4,5099.15,0,0,No,8.537025230044605,1,1,1,0,1,0,1,0,0,1.0,0,1,0,0,0,1,1,0,0,0,1,0,0
5504-WSIUR,Female,0,No,No,70,Yes,Yes,Yes,No,No,One year,Yes,90.25,6385.95,0,0,No,8.762012125129507,0,0,1,0,1,0,1,0,0,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0
8183-ONMXC,Female,0,No,No,2,Yes,No,No,No,Yes,Month-to-month,No,80.75,159.45,2,0,Yes,5.077982367555866,0,0,1,2,0,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
8466-PZBLH,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,Two year,No,104.6,6885.75,0,0,No,8.837354554609945,1,1,1,2,0,0,0,0,1,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0
9614-RMGHA,Male,0,Yes,No,65,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,91.85,5940.85,0,8,Yes,8.689775811678336,1,1,1,0,1,1,1,0,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0
8735-IJJEG,Male,0,Yes,No,14,Yes,No,No,No,No,Month-to-month,No,50.2,668.85,0,0,No,6.507053806722995,1,1,1,0,0,0,1,0,0,1.0,1,0,0,0,0,1,1,0,0,0,1,0,0
0564-MUUQK,Female,0,Yes,Yes,20,Yes,Yes,No,No,Yes,Month-to-month,Yes,95.5,1916.2,0,0,No,7.558621067285476,0,1,1,2,1,0,1,0,0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0
5054-IEXZT,Male,0,No,Yes,1,Yes,No,Yes,No,No,Month-to-month,Yes,75.35,75.35,0,0,Yes,4.335328031664641,1,0,1,0,1,1,1,0,0,4.0,0,1,0,1,0,0,1,0,0,0,0,1,0
5834-ASPWA,Male,0,No,No,1,Yes,Yes,No,No,No,Month-to-month,Yes,75.45,75.45,0,0,Yes,4.336636932375072,1,0,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
0701-RFGFI,Female,0,Yes,Yes,49,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,95.4,4613.95,4,0,No,8.437056312642076,0,1,1,2,1,0,1,0,0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0
0019-EFAEP,Female,0,No,No,72,Yes,Yes,Yes,Yes,No,Two year,Yes,101.3,7261.25,0,0,No,8.890444977159751,0,0,1,0,1,0,0,0,1,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0
5619-PTMIK,Female,0,Yes,No,46,Yes,Yes,No,No,No,Month-to-month,No,53.1,2459.8,0,0,No,7.808241779311325,0,1,1,0,0,0,0,0,1,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0
3737-XBQDD,Male,0,No,No,24,Yes,Yes,Yes,No,No,Month-to-month,Yes,84.85,2048.8,0,0,No,7.625497506397463,1,0,1,0,1,0,1,0,0,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0
5882-CMAZQ,Female,0,Yes,Yes,5,No,No phone service,Yes,No,No,Month-to-month,No,34.25,163.55,0,0,No,5.103214475389349,0,1,0,0,0,0,1,0,0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,0
5846-QFDFI,Female,0,Yes,Yes,33,Yes,Yes,Yes,No,No,Month-to-month,No,88.6,2888.7,0,0,No,7.968907969489865,0,1,1,0,0,0,1,0,0,1.0,0,1,0,0,0,1,0,0,1,0,1,0,0
4445-KWOKW,Female,0,No,No,42,Yes,Yes,Yes,No,No,One year,Yes,60.15,2421.6,0,0,No,7.7925966225827015,0,0,1,0,1,0,0,0,1,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
3511-APPBJ,Male,0,No,No,23,Yes,No,No,Yes,Yes,One year,Yes,99.95,2292.75,0,0,No,7.73794331180288,1,0,1,2,1,0,0,0,1,0.0,0,1,0,0,0,1,1,0,0,0,1,0,0
7967-HYCDE,Male,0,No,No,8,Yes,No,No,No,No,Month-to-month,No,70.7,553.4,0,0,No,6.3178864478756935,1,0,1,0,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0,0,1,0,0,0
2430-RRYUW,Male,0,No,No,66,Yes,No,Yes,No,No,One year,Yes,54.8,3465.7,5,4,No,8.150958411799742,1,0,1,0,1,0,0,0,1,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1
3948-XHGNA,Male,0,No,No,24,Yes,No,No,No,No,Month-to-month,Yes,49.55,1210.4,0,0,Yes,7.0995319945468465,1,0,1,0,1,1,0,0,1,2.0,1,0,0,1,0,0,1,0,0,1,0,0,0
3723-BFBGR,Male,1,No,No,24,Yes,Yes,Yes,No,No,Month-to-month,No,54.8,1291.3,0,0,No,7.164178855531146,1,0,1,0,0,0,1,0,0,0.0,1,0,0,1,0,0,1,0,0,0,1,0,0
0565-IYCGT,Male,0,No,No,69,Yes,Yes,Yes,No,Yes,One year,Yes,78.6,5356.45,0,5,Yes,8.58624339459303,1,0,1,2,1,1,0,0,1,1.0,1,0,0,0,0,1,0,0,1,0,1,0,0
5447-WZAFP,Female,0,No,No,53,Yes,No,Yes,Yes,Yes,One year,Yes,100.3,5200.8,4,0,No,8.556759998518253,0,0,1,2,1,0,1,0,0,0.0,0,1,0,0,0,1,1,0,0,0,0,0,1
5110-CHOPY,Female,0,No,No,60,No,No phone service,No,Yes,Yes,Two year,No,53.6,3237.05,5,2,No,8.082726575748996,0,0,0,2,0,0,0,0,1,0.0,1,0,0,0,0,1,1,0,0,0,0,1,0
5445-UTODQ,Female,0,Yes,No,7,Yes,No,No,Yes,No,Month-to-month,Yes,81.1,576.65,0,0,Yes,6.358968148929027,0,1,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
4425-OWHWB,Female,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,One year,Yes,19.35,433.75,0,0,No,6.074771153234392,0,0,1,1,1,0,0,1,0,0.0,0,0,1,0,1,0,0,1,0,0,1,0,0
7892-QVYKW,Female,0,Yes,Yes,23,Yes,Yes,No,No,Yes,Month-to-month,No,85.6,1868.4,0,0,No,7.533372802748483,0,1,1,2,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
9675-ICXCT,Male,0,Yes,Yes,72,Yes,No,No,Yes,Yes,Two year,Yes,80.8,5728.55,4,0,No,8.653392272593413,1,1,1,2,1,0,0,0,1,1.0,1,0,0,0,0,1,0,0,1,0,0,1,0
1024-VRZHF,Male,0,Yes,No,11,Yes,Yes,No,No,No,Month-to-month,Yes,74.95,825.7,0,0,Yes,6.71744187225863,1,1,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
9497-QCMMS,Male,1,No,No,1,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,93.55,93.55,0,1,Yes,4.549128795104466,1,0,1,2,1,1,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
5692-ICXLW,Male,1,No,No,31,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,90.7,2845.15,0,0,No,7.953722482812561,1,0,1,0,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
0602-DDUML,Female,0,No,No,57,Yes,No,Yes,Yes,No,Two year,No,69.75,3894.4,0,0,No,8.2675516487958,0,0,1,0,0,0,1,0,0,0.0,1,0,0,0,0,1,0,0,1,0,0,0,1
2208-MPXIO,Female,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,20.0,886.4,0,0,No,6.788295838944809,0,1,1,1,1,0,0,1,0,0.0,0,0,1,0,1,0,0,1,0,1,0,0,0
1960-UYCNN,Male,0,No,No,10,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,95.25,1021.55,0,0,No,6.930054786476904,1,0,1,2,1,0,1,0,0,0.0,0,1,0,0,0,1,1,0,0,0,0,1,0
0348-SDKOL,Female,0,Yes,No,58,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,102.1,5885.4,3,6,Yes,8.68039988435051,0,1,1,2,1,1,1,0,0,2.0,0,1,0,0,0,1,0,0,1,0,1,0,0
3190-FZATL,Male,0,No,Yes,14,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,19.95,268.4,0,0,No,5.596197263976263,1,0,1,1,0,0,0,1,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1
7336-RLLRH,Male,0,Yes,No,27,Yes,Yes,No,Yes,Yes,One year,No,80.85,2204.35,0,0,No,7.698641505443378,1,1,1,2,0,0,0,0,1,1.0,1,0,0,1,0,0,0,0,1,0,0,0,1
4373-MAVJG,Female,0,Yes,Yes,14,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,90.9,1259.0,0,1,Yes,7.138866999945524,0,1,1,2,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,1,0,0,0
8901-HJXTF,Female,0,Yes,Yes,12,No,No phone service,Yes,No,No,Month-to-month,No,29.2,309.1,0,0,Yes,5.736894826106403,0,1,0,0,0,1,1,0,0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,1
7710-JSYOA,Female,0,Yes,Yes,69,Yes,Yes,Yes,No,Yes,Two year,Yes,93.3,6398.05,0,0,No,8.763904820829827,0,1,1,2,1,0,1,0,0,1.0,0,1,0,1,0,0,0,0,1,1,0,0,0
5419-KLXBN,Female,0,Yes,Yes,25,Yes,No,Yes,Yes,No,Month-to-month,Yes,89.15,2257.75,0,0,Yes,7.722566841906438,0,1,1,0,1,1,1,0,0,2.0,0,1,0,0,0,1,1,0,0,1,0,0,0
3424-NMNBO,Male,1,Yes,No,58,Yes,Yes,Yes,Yes,Yes,One year,Yes,108.85,6287.25,0,6,Yes,8.746438091588423,1,1,1,2,1,1,0,0,1,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0
9885-MFVSU,Female,0,Yes,Yes,35,No,No phone service,No,Yes,No,Two year,Yes,46.35,1662.05,0,0,No,7.416408544886471,0,1,0,0,1,0,0,0,1,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0
4514-GFCFI,Female,1,No,No,16,Yes,Yes,No,Yes,No,Month-to-month,Yes,84.75,1350.15,0,0,Yes,7.208711360664456,0,0,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
0607-MVMGC,Male,0,Yes,Yes,45,Yes,Yes,Yes,Yes,Yes,One year,No,78.75,3600.65,0,0,No,8.189147352774896,1,1,1,2,0,0,1,0,0,0.0,1,0,0,0,0,1,1,0,0,0,1,0,0
3365-SAIGS,Female,0,No,No,17,Yes,No,Yes,Yes,No,Month-to-month,Yes,83.55,1329.15,0,0,No,7.1930469968112805,0,0,1,0,1,0,1,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0
9828-AOQLM,Female,0,Yes,Yes,1,Yes,No,No,No,No,Month-to-month,Yes,45.7,45.7,0,0,Yes,3.8437441646748516,0,1,1,0,1,1,1,0,0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0
8000-REIQB,Female,1,No,No,1,Yes,No,No,No,No,Month-to-month,Yes,69.95,69.95,0,0,Yes,4.261975403606051,0,0,1,0,1,1,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
9993-LHIEB,Male,0,Yes,Yes,67,Yes,No,No,No,Yes,Two year,No,67.85,4627.65,0,0,No,8.44002052788967,1,1,1,2,0,0,0,0,1,1.0,1,0,0,0,0,1,0,0,1,0,0,0,1
0266-CLZKZ,Female,0,Yes,Yes,67,Yes,Yes,No,Yes,Yes,Two year,Yes,105.65,6717.9,0,0,No,8.812679729642257,0,1,1,2,1,0,1,0,0,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0
7615-ESMYF,Female,0,Yes,No,2,No,No phone service,No,Yes,Yes,Month-to-month,No,44.6,97.1,0,0,Yes,4.585987366571318,0,1,0,2,0,1,1,0,0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0
3858-VOBET,Male,0,No,No,23,Yes,Yes,No,No,No,Month-to-month,Yes,74.95,1710.45,0,0,Yes,7.445096243403855,1,0,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
7020-OZKXZ,Female,1,No,No,9,Yes,No,No,No,No,Month-to-month,No,75.5,637.4,0,0,No,6.458965046135599,0,0,1,0,0,0,1,0,0,1.0,0,1,0,0,0,1,1,0,0,0,1,0,0
3977-QCRSL,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,20.15,117.95,1,0,No,4.778703236748966,0,0,1,1,0,0,0,1,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1
0017-DINOC,Male,0,No,No,54,No,No phone service,No,Yes,No,Two year,No,45.2,2460.55,1,0,No,7.8085465118093405,1,0,0,0,0,0,0,0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0
1447-PJGGA,Female,0,No,No,57,Yes,No,No,Yes,Yes,Two year,Yes,95.25,5464.65,0,5,Yes,8.606238332238815,0,0,1,2,1,1,1,0,0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0
8565-CLBZW,Male,0,No,No,24,Yes,Yes,No,Yes,No,Month-to-month,Yes,89.85,2165.05,0,3,Yes,7.680660511320358,1,0,1,0,1,1,1,0,0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,1
9139-WQQDY,Female,0,Yes,Yes,49,Yes,Yes,Yes,Yes,Yes,One year,No,100.45,4941.8,5,4,Yes,8.505687251230036,0,1,1,2,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1
0224-HJAPT,Male,0,No,No,5,Yes,Yes,No,No,No,Month-to-month,No,47.15,223.15,0,0,Yes,5.412315470601449,1,0,1,0,0,1,1,0,0,2.0,1,0,0,1,0,0,1,0,0,0,0,1,0
8086-OVPWV,Male,0,No,No,2,Yes,No,No,No,Yes,Month-to-month,Yes,80.2,181.1,0,0,Yes,5.2045559867335625,1,0,1,2,1,1,1,0,0,4.0,0,1,0,1,0,0,1,0,0,0,0,1,0
9430-FRQOC,Female,0,No,Yes,4,Yes,Yes,No,No,No,Month-to-month,Yes,87.1,341.45,0,0,Yes,5.836125661643914,0,0,1,0,1,1,1,0,0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1
7639-OPLNG,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,No,Two year,Yes,79.25,5731.85,0,0,No,8.653968068254212,1,1,1,0,1,0,0,0,1,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0
3074-GQWYX,Male,0,No,No,5,Yes,Yes,No,No,No,Month-to-month,Yes,75.9,357.75,0,0,Yes,5.882625767073831,1,0,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,1,0,0,0
1492-QGCLU,Male,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,Month-to-month,No,85.7,4616.1,0,0,No,8.437522081358422,1,1,1,2,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0
6845-RGTYS,Female,0,Yes,No,47,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,98.75,4533.7,0,6,Yes,8.419514208211142,0,1,1,0,1,1,0,0,1,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0
4418-LZMSV,Male,0,Yes,Yes,13,Yes,No,Yes,No,No,Month-to-month,No,61.8,750.1,0,0,No,6.621538798691966,1,1,1,0,0,0,1,0,0,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0
5155-AZQPB,Female,0,Yes,Yes,28,Yes,Yes,No,No,No,Month-to-month,No,49.9,1410.25,5,0,No,7.2522311154638714,0,1,1,0,0,0,1,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1
8861-HGGKB,Female,0,No,No,10,Yes,Yes,No,No,Yes,Month-to-month,No,86.45,830.85,0,0,Yes,6.723652136105752,0,0,1,2,0,1,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
7065-YUNRY,Female,0,No,No,1,Yes,No,No,No,No,Month-to-month,Yes,45.3,45.3,0,0,Yes,3.835141961092188,0,0,1,0,1,1,1,0,0,2.0,1,0,0,1,0,0,1,0,0,0,0,0,1
7694-VLBWQ,Male,0,Yes,No,67,Yes,Yes,Yes,Yes,Yes,One year,No,104.1,7040.85,0,6,Yes,8.859626198721307,1,1,1,2,0,1,1,0,0,2.0,0,1,0,0,0,1,1,0,0,0,0,1,0
2546-KZAAT,Male,0,Yes,No,52,Yes,No,Yes,Yes,Yes,One year,Yes,75.4,3865.45,0,0,No,8.260092052373597,1,1,1,2,1,0,0,0,1,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1
0181-RITDD,Male,0,Yes,Yes,62,Yes,No,Yes,Yes,Yes,Two year,No,108.15,6825.65,5,0,No,8.828589349076104,1,1,1,2,0,0,0,0,1,0.0,0,1,0,0,0,1,0,0,1,0,0,0,1
5989-PGKJB,Female,0,No,No,16,Yes,No,Yes,No,Yes,Month-to-month,Yes,86.25,1340.1,0,0,No,7.201245451716894,0,0,1,2,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
4795-KTRTH,Female,1,Yes,No,5,Yes,Yes,Yes,No,No,Month-to-month,Yes,81.0,371.65,4,0,Yes,5.9206396413277025,0,1,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
8272-ONJLV,Male,0,No,No,12,Yes,No,No,Yes,Yes,One year,No,95.7,1184.0,2,0,No,7.077498053569231,1,0,1,2,0,0,1,0,0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0
1488-PBLJN,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Two year,Yes,116.85,8477.7,0,0,No,9.04531241514722,0,1,1,2,1,0,0,0,1,0.0,0,1,0,0,0,1,0,0,1,1,0,0,0
0308-GIQJT,Male,1,No,No,71,Yes,Yes,Yes,Yes,Yes,One year,No,105.75,7382.85,0,0,No,8.907050461783502,1,0,1,2,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,0
3778-FOAQW,Female,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,One year,No,20.15,456.85,0,0,No,6.126541619553741,0,1,1,1,0,0,0,1,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1
6481-OGDOO,Male,0,Yes,No,67,Yes,No,Yes,No,Yes,One year,Yes,90.6,6056.15,0,7,Yes,8.708994671409323,1,1,1,2,1,1,0,0,1,2.0,0,1,0,1,0,0,1,0,0,0,1,0,0
3090-LETTY,Male,0,No,Yes,2,Yes,Yes,Yes,No,No,Month-to-month,No,60.95,134.6,0,0,No,4.909709375506295,1,0,1,0,0,0,0,0,1,0.0,1,0,0,1,0,0,1,0,0,1,0,0,0
3753-TSEMP,Female,0,Yes,No,15,Yes,No,No,Yes,Yes,Month-to-month,No,88.15,1390.6,0,1,Yes,7.238209443277787,0,1,1,2,0,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
9720-JJJOR,Male,0,Yes,Yes,41,Yes,No,Yes,No,No,One year,Yes,60.3,2511.3,0,0,No,7.828953947208875,1,1,1,0,1,0,0,0,1,1.0,1,0,0,0,0,1,1,0,0,1,0,0,0
8100-HZZLJ,Female,0,No,Yes,43,Yes,No,Yes,No,Yes,Month-to-month,Yes,63.95,2737.05,0,0,No,7.915001267186403,0,0,1,2,1,0,0,0,1,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0
8775-ERLNB,Male,1,Yes,No,1,Yes,Yes,No,No,No,Month-to-month,No,74.3,74.3,5,0,No,4.321480134805848,1,1,1,0,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
8309-IEYJD,Female,1,No,No,1,Yes,No,No,No,No,Month-to-month,Yes,70.6,70.6,0,0,No,4.2710950739666,0,0,1,0,1,0,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,0,1
9172-JITSM,Female,0,Yes,Yes,26,Yes,No,No,Yes,Yes,Month-to-month,Yes,90.8,2361.8,0,2,Yes,7.7676026354330805,0,1,1,2,1,1,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
6298-QDFNH,Male,0,No,No,22,Yes,Yes,Yes,No,No,Month-to-month,Yes,79.35,1730.35,0,1,Yes,7.456656730000356,1,0,1,0,1,1,1,0,0,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
7398-HPYZQ,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Two year,No,90.55,6404.0,0,0,No,8.764834214330834,1,1,1,2,0,0,0,0,1,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0
3546-GHEAE,Male,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,Two year,No,19.45,165.35,1,0,No,5.114094002464486,1,0,1,1,0,0,0,1,0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,1
7361-YPXFS,Female,1,No,No,28,Yes,Yes,Yes,No,No,Month-to-month,No,64.45,1867.6,0,0,No,7.532944766358855,0,0,1,0,0,0,1,0,0,1.0,1,0,0,0,0,1,0,0,1,1,0,0,0
6557-BZXLQ,Male,1,No,No,16,Yes,No,No,No,No,Month-to-month,No,69.65,1043.3,3,0,No,6.951102083485503,1,0,1,0,0,0,1,0,0,1.0,0,1,0,1,0,0,1,0,0,0,0,1,0
7519-JTWQH,Female,0,No,No,69,Yes,Yes,Yes,Yes,Yes,Two year,Yes,110.5,7455.45,0,4,No,8.916834708621446,0,0,1,2,1,0,1,0,0,1.0,0,1,0,0,0,1,0,0,1,1,0,0,0
8543-MSDMF,Male,0,No,No,3,Yes,No,No,Yes,Yes,Month-to-month,Yes,77.4,206.15,0,0,No,5.333443168523411,1,0,1,2,1,0,0,0,1,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0
9961-JBNMK,Male,1,No,No,21,Yes,No,No,Yes,Yes,Month-to-month,Yes,96.8,2030.3,0,2,Yes,7.616431261159709,1,0,1,2,1,1,1,0,0,1.0,0,1,0,0,0,1,1,0,0,1,0,0,0
1170-SASML,Female,0,Yes,No,69,Yes,Yes,Yes,No,No,Month-to-month,Yes,85.4,5869.4,0,0,No,8.677678053601017,0,1,1,0,1,0,1,0,0,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0
4872-JCVCA,Female,0,Yes,No,71,No,No phone service,Yes,No,No,Two year,Yes,47.6,3377.8,2,0,No,8.125275895853342,0,1,0,0,1,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0
2038-LLMLM,Female,0,No,No,48,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,103.85,4946.05,0,4,No,8.50654671831227,0,0,1,2,1,0,1,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,1,0
6173-ITPWD,Male,0,Yes,No,47,Yes,Yes,Yes,No,No,Month-to-month,Yes,83.35,4065.0,0,4,Yes,8.310414994188292,1,1,1,0,1,1,1,0,0,2.0,0,1,0,0,0,1,1,0,0,1,0,0,0
9734-UYXQI,Female,0,No,No,2,Yes,Yes,No,No,No,Month-to-month,Yes,49.4,106.55,0,0,Yes,4.677955855713739,0,0,1,0,1,1,1,0,0,1.0,1,0,0,1,0,0,1,0,0,0,0,1,0
1216-BGTSP,Male,0,No,No,45,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,108.45,4964.7,0,0,No,8.510309553449911,1,0,1,2,1,0,0,0,1,0.0,0,1,0,0,0,1,0,0,1,0,1,0,0
4138-NAXED,Male,0,No,No,51,Yes,Yes,Yes,No,No,Month-to-month,No,81.0,4085.75,0,0,No,8.315505312131318,1,0,1,0,0,0,1,0,0,0.0,0,1,0,1,0,0,1,0,0,1,0,0,0
2189-UXTKY,Female,0,Yes,No,22,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,79.2,1742.75,1,3,Yes,7.463793245569676,0,1,1,2,1,1,0,0,1,2.0,1,0,0,1,0,0,0,0,1,0,0,1,0
0744-BIKKF,Male,0,No,No,72,Yes,Yes,Yes,Yes,Yes,Two year,No,86.65,6224.8,0,0,No,8.73645722713191,1,0,1,2,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1,1,0,0,0
7483-IQWIB,Male,0,Yes,Yes,37,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,92.95,3415.25,0,2,No,8.136298737242278,1,1,1,0,1,0,1,0,0,1.0,0,1,0,0,0,1,1,0,0,0,0,1,0
5248-KWLAR,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Two year,No,90.35,6325.25,0,0,No,8.752462922528288,1,1,1,2,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0
4958-GZWIY,Male,0,Yes,Yes,7,Yes,No,No,No,No,Month-to-month,No,48.7,340.25,0,0,Yes,5.8326153464991695,1,1,1,0,0,1,1,0,0,2.0,1,0,0,0,0,1,1,0,0,0,0,1,0
7996-MHXLW,Female,0,No,No,66,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,25.15,1683.6,0,0,No,7.4292834258812634,0,0,1,1,1,0,0,1,0,1.0,0,0,1,0,1,0,0,1,0,0,1,0,0
7833-PKIHD,Male,0,Yes,Yes,51,Yes,No,No,Yes,Yes,One year,Yes,76.4,3966.3,0,0,No,8.285841041552139,1,1,1,2,1,0,0,0,1,1.0,1,0,0,1,0,0,0,0,1,1,0,0,0
7061-OVMIM,Female,0,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,One year,No,19.55,608.5,0,0,No,6.412638948921326,0,1,1,1,0,0,0,1,0,1.0,0,0,1,0,1,0,0,1,0,1,0,0,0
5153-RTHKF,Female,0,No,No,34,Yes,Yes,No,Yes,No,Month-to-month,No,85.35,2896.6,0,0,No,7.971638087129149,0,0,1,0,0,0,1,0,0,0.0,0,1,0,1,0,0,1,0,0,0,0,1,0
4832-VRBMR,Male,1,Yes,No,65,Yes,Yes,Yes,Yes,Yes,One year,Yes,103.15,6792.45,2,0,No,8.823714191660846,1,1,1,2,1,0,1,0,0,0.0,0,1,0,0,0,1,1,0,0,1,0,0,0
9079-LWTFD,Male,0,No,No,47,Yes,Yes,Yes,Yes,No,Month-to-month,No,100.75,4669.2,0,0,No,8.448957176298375,1,0,1,0,0,0,0,0,1,1.0,0,1,0,1,0,0,0,0,1,0,0,0,1
6356-ELRKD,Female,0,No,No,1,Yes,No,No,Yes,Yes,Month-to-month,Yes,95.6,95.6,4,0,Yes,4.570578741218473,0,0,1,2,1,1,0,0,1,2.0,0,1,0,1,0,0,1,0,0,0,0,1,0
